Date,Ref,S3,S4,S1,S2
22.06.2021 18:00,3.3,3.51,3.34,0.21,0.04
22.06.2021 19:00,3.6,3.96,3.5,0.36,0.1
22.06.2021 20:00,4.6,4,4.47,0.6,0.13
22.06.2021 21:00,4,5.52,4.51,1.52,0.51
22.06.2021 22:00,5,5.1,5.43,0.1,0.43
22.06.2021 23:00,5.7,3.94,6.25,1.76,0.55
23.06.2021 00:00,4.4,3.01,4.66,1.39,0.26
23.06.2021 01:00,2.7,3.42,3.69,0.72,0.99
23.06.2021 02:00,3.2,4.19,4.52,0.99,1.32
23.06.2021 03:00,3.8,3.97,4.21,0.17,0.41
23.06.2021 04:00,4,4.24,4.92,0.24,0.92
23.06.2021 05:00,4,5.09,4.73,1.09,0.73
23.06.2021 06:00,4.3,5.08,4.85,0.78,0.55
23.06.2021 07:00,4.7,3.92,5.52,0.78,0.82
23.06.2021 08:00,4,4.25,4.69,0.25,0.69
23.06.2021 09:00,4,3.87,3.73,0.13,0.27
23.06.2021 10:00,4.1,2.5,4.44,1.6,0.34
23.06.2021 11:00,3.4,2.97,3,0.43,0.4
23.06.2021 12:00,3.4,2.55,3.11,0.85,0.29
23.06.2021 13:00,3.3,2.81,2.64,0.49,0.66
23.06.2021 14:00,3.6,2.8,3.45,0.8,0.15
23.06.2021 15:00,3.3,3.1,2.95,0.2,0.35
23.06.2021 16:00,3.4,2.94,2.93,0.46,0.47
23.06.2021 17:00,4.2,2.96,3.8,1.24,0.4
23.06.2021 18:00,5,3.57,3.51,1.43,1.49
23.06.2021 19:00,5.2,4.54,4.07,0.66,1.13
23.06.2021 20:00,5.6,3.4,4.3,2.2,1.3
23.06.2021 21:00,3.4,3.38,3.97,0.02,0.57
23.06.2021 22:00,2.6,3.76,3.51,1.16,0.91
23.06.2021 23:00,2.7,3.65,4.13,0.95,1.43
24.06.2021 00:00,2.8,3.96,3.98,1.16,1.18
24.06.2021 01:00,2.9,3.8,3.53,0.9,0.63
24.06.2021 02:00,3,3.27,4.53,0.27,1.53
24.06.2021 03:00,3.1,3.72,3.87,0.62,0.77
24.06.2021 04:00,3.5,3.69,4.06,0.19,0.56
24.06.2021 05:00,3.8,4.71,3.98,0.91,0.18
24.06.2021 06:00,4.4,4.36,5.22,0.04,0.82
24.06.2021 07:00,3.9,6.25,4.83,2.35,0.93
24.06.2021 08:00,5.3,4.99,6.33,0.31,1.03
24.06.2021 09:00,5.3,3.33,6.49,1.97,1.19
24.06.2021 10:00,3.3,2.65,4.12,0.65,0.82
24.06.2021 11:00,2.1,2.53,2.78,0.43,0.68
24.06.2021 12:00,2,2.56,3.1,0.56,1.1
24.06.2021 13:00,1.6,2.41,2.34,0.81,0.74
24.06.2021 14:00,1.9,2.94,2.27,1.04,0.37
24.06.2021 15:00,1.8,2.63,2.45,0.83,0.65
24.06.2021 16:00,2,2.79,2.19,0.79,0.19
24.06.2021 17:00,2.6,3.01,2.49,0.41,0.11
24.06.2021 18:00,2.6,2.4,3.03,0.2,0.43
24.06.2021 19:00,1.9,3.06,3.03,1.16,1.13
24.06.2021 20:00,1.4,3.09,3.07,1.69,1.67
24.06.2021 21:00,1.2,2.36,3.06,1.16,1.86
24.06.2021 22:00,1.5,2.6,2.81,1.1,1.31
24.06.2021 23:00,1.7,3,2.88,1.3,1.18
25.06.2021 00:00,1.2,3.06,2.57,1.86,1.37
25.06.2021 01:00,1.2,3.02,2.59,1.82,1.39
25.06.2021 02:00,1.3,2.89,3.23,1.59,1.93
25.06.2021 03:00,2.5,4.57,3.51,2.07,1.01
25.06.2021 04:00,3.2,6.4,4.76,3.2,1.56
25.06.2021 05:00,5,6.75,6.11,1.75,1.11
25.06.2021 06:00,6,5.79,7.08,0.21,1.08
25.06.2021 07:00,6,6.29,7.27,0.29,1.27
25.06.2021 08:00,6.8,6.6,6.57,0.2,0.23
25.06.2021 09:00,6.7,6.48,7.07,0.22,0.37
25.06.2021 10:00,6.7,5.65,6.07,1.05,0.63
25.06.2021 11:00,6.3,5.46,6.19,0.84,0.11
25.06.2021 12:00,6.1,3.47,6.53,2.63,0.43
25.06.2021 13:00,4,4.48,3.76,0.48,0.24
25.06.2021 14:00,4.9,4.87,4.95,0.03,0.05
25.06.2021 15:00,5.1,5.22,5.48,0.12,0.38
25.06.2021 16:00,5.4,4.26,5.12,1.14,0.28
25.06.2021 17:00,5.1,5.28,4.63,0.18,0.47
25.06.2021 18:00,5.3,4.69,5.09,0.61,0.21
25.06.2021 19:00,5.1,4.84,4.62,0.26,0.48
25.06.2021 20:00,5.3,4.45,5.01,0.85,0.29
25.06.2021 21:00,5.4,5.24,4.91,0.16,0.49
25.06.2021 22:00,6.5,5.06,5.65,1.44,0.85
25.06.2021 23:00,6.1,6.02,5.59,0.08,0.51
26.06.2021 00:00,6.7,6.01,6.44,0.69,0.26
26.06.2021 01:00,7,5.77,7.25,1.23,0.25
26.06.2021 02:00,6.9,6.49,7.19,0.41,0.29
26.06.2021 03:00,6.9,6.62,7.18,0.28,0.28
26.06.2021 04:00,7.1,6.2,6.61,0.9,0.49
26.06.2021 05:00,7,6.3,7.42,0.7,0.42
26.06.2021 06:00,7.2,8.27,7.88,1.07,0.68
26.06.2021 07:00,8.1,8.41,8.57,0.31,0.47
26.06.2021 08:00,9,8.46,9.06,0.54,0.06
26.06.2021 09:00,9,7.45,8.5,1.55,0.5
26.06.2021 10:00,8.9,5.97,9.22,2.93,0.32
26.06.2021 11:00,7.1,4.61,7.39,2.49,0.29
26.06.2021 12:00,6.5,4.56,6.14,1.94,0.36
26.06.2021 13:00,5.8,3.69,5.14,2.11,0.66
26.06.2021 14:00,5.7,3.36,4.62,2.34,1.08
26.06.2021 15:00,4.9,3.37,4.91,1.53,0.01
26.06.2021 16:00,4.4,3.46,3.75,0.94,0.65
26.06.2021 17:00,4,3.13,3.45,0.87,0.55
26.06.2021 18:00,3.8,3.78,3.89,0.02,0.09
26.06.2021 19:00,3.9,3.67,4.02,0.23,0.12
26.06.2021 20:00,4.3,5.31,4.23,1.01,0.07
26.06.2021 21:00,5.1,6.48,4.82,1.38,0.28
26.06.2021 22:00,7.2,6.55,6.24,0.65,0.96
26.06.2021 23:00,9,7.87,7.12,1.13,1.88
27.06.2021 00:00,9,6.35,7.86,2.65,1.14
27.06.2021 01:00,8.7,7.06,7.58,1.64,1.12
27.06.2021 02:00,7.9,6.18,6.86,1.72,1.04
27.06.2021 03:00,7.8,6.2,6.92,1.6,0.88
27.06.2021 04:00,7.7,6.29,7,1.41,0.7
27.06.2021 05:00,7.8,7.33,6.67,0.47,1.13
27.06.2021 06:00,8.2,7.2,7.7,1,0.5
27.06.2021 07:00,9.1,5.89,8.43,3.21,0.67
27.06.2021 08:00,9.1,6.14,8.02,2.96,1.08
27.06.2021 09:00,7.6,5.98,6.42,1.62,1.18
27.06.2021 10:00,7.5,5.81,5.97,1.69,1.53
27.06.2021 11:00,8,5.83,6.09,2.17,1.91
27.06.2021 12:00,8,4.87,5.72,3.13,2.28
27.06.2021 13:00,8,4.48,6.16,3.52,1.84
27.06.2021 14:00,6.4,4.65,5.22,1.75,1.18
27.06.2021 15:00,5.8,4.17,4.74,1.63,1.06
27.06.2021 16:00,6.3,3.44,5.62,2.86,0.68
27.06.2021 17:00,4.8,3.69,3.73,1.11,1.07
27.06.2021 18:00,4.4,3.77,3.76,0.63,0.64
27.06.2021 19:00,4.1,4.84,3.48,0.74,0.62
27.06.2021 20:00,4.7,5.92,4.18,1.22,0.52
27.06.2021 21:00,5.9,6.67,4.94,0.77,0.96
27.06.2021 22:00,6.6,7.91,6.3,1.31,0.3
27.06.2021 23:00,6.7,6.64,6.48,0.06,0.22
28.06.2021 00:00,7.5,5.8,8.48,1.7,0.98
28.06.2021 01:00,7.2,6.17,7.88,1.03,0.68
28.06.2021 02:00,6,4.79,6.59,1.21,0.59
28.06.2021 03:00,6.4,4.58,6.07,1.82,0.33
28.06.2021 04:00,5.4,4.48,4.8,0.92,0.6
28.06.2021 05:00,5.4,4.92,4.9,0.48,0.5
28.06.2021 06:00,4.9,4.58,4.54,0.32,0.36
28.06.2021 07:00,5.1,4.18,4.8,0.92,0.3
28.06.2021 08:00,5.3,4.33,5,0.97,0.3
28.06.2021 09:00,5.6,5.49,5.27,0.11,0.33
28.06.2021 10:00,6.4,5.58,5.66,0.82,0.74
28.06.2021 11:00,7.5,6.2,5.54,1.3,1.96
28.06.2021 12:00,8.4,6.29,6.05,2.11,2.35
28.06.2021 13:00,9.2,6.48,6.94,2.72,2.26
28.06.2021 14:00,9.1,6.26,6.51,2.84,2.59
28.06.2021 15:00,9.3,5.46,6.71,3.84,2.59
28.06.2021 16:00,9.5,6.01,6.11,3.49,3.39
28.06.2021 17:00,9,4.33,6.58,4.67,2.42
28.06.2021 18:00,8.8,5.4,6.21,3.4,2.59
28.06.2021 19:00,4.7,5.22,5.43,0.52,0.73
28.06.2021 20:00,4.5,5.43,5.37,0.93,0.87
28.06.2021 21:00,4.9,5.82,5.62,0.92,0.72
28.06.2021 22:00,5.1,7.08,6.05,1.98,0.95
28.06.2021 23:00,5.4,6.28,5.85,0.88,0.45
29.06.2021 00:00,6.3,6.95,7.21,0.65,0.91
29.06.2021 01:00,6.5,6.08,7.51,0.42,1.01
29.06.2021 02:00,6.2,6.24,7,0.04,0.8
29.06.2021 03:00,5.4,4.95,6.47,0.45,1.07
29.06.2021 04:00,5.6,4.11,7.04,1.49,1.44
29.06.2021 05:00,4.3,5.08,5.24,0.78,0.94
29.06.2021 06:00,3.2,3.17,4.42,0.03,1.22
29.06.2021 07:00,4,3.09,4.49,0.91,0.49
29.06.2021 08:00,3.2,2.99,3.58,0.21,0.38
29.06.2021 09:00,3,3.11,3.29,0.11,0.29
29.06.2021 10:00,3.1,3.15,2.85,0.05,0.25
29.06.2021 11:00,3.2,2.98,3.17,0.22,0.03
29.06.2021 12:00,3.6,2.89,3.07,0.71,0.53
29.06.2021 13:00,3.3,3.04,3.22,0.26,0.08
29.06.2021 14:00,1.8,2.94,2.88,1.14,1.08
29.06.2021 15:00,1.9,2.96,2.59,1.06,0.69
29.06.2021 16:00,1.9,2.86,2.83,0.96,0.93
29.06.2021 17:00,2.1,3.12,3.19,1.02,1.09
29.06.2021 18:00,2.4,3.25,3.07,0.85,0.67
29.06.2021 19:00,2.6,3.85,3.49,1.25,0.89
29.06.2021 20:00,2.6,3.26,3.28,0.66,0.68
29.06.2021 21:00,2.9,3.08,3.99,0.18,1.09
29.06.2021 22:00,3.2,2.37,3.57,0.83,0.37
29.06.2021 23:00,1.6,2.95,2.73,1.35,1.13
30.06.2021 00:00,1.1,2.57,2.95,1.47,1.85
30.06.2021 01:00,0.8,2.7,2.54,1.9,1.74
30.06.2021 02:00,0.6,2.56,2.66,1.96,2.06
30.06.2021 03:00,0.7,2.31,3.13,1.61,2.43
30.06.2021 04:00,0.8,2.63,2.45,1.83,1.65
30.06.2021 05:00,1.2,2.26,3.06,1.06,1.86
30.06.2021 06:00,0.9,2.23,2.65,1.33,1.75
30.06.2021 07:00,1,2.48,2.14,1.48,1.14
30.06.2021 08:00,1.1,2.24,2.29,1.14,1.19
30.06.2021 09:00,1.1,2.54,2.7,1.44,1.6
30.06.2021 10:00,1.2,2.39,2.66,1.19,1.46
30.06.2021 11:00,1.2,2.18,2.36,0.98,1.16
30.06.2021 13:00,1.2,2.69,2.17,1.49,0.97
30.06.2021 14:00,1.8,2.43,4.36,0.63,2.56
30.06.2021 15:00,1.7,2.24,2.09,0.54,0.39
30.06.2021 16:00,1.6,2.7,2.86,1.1,1.26
30.06.2021 17:00,1.8,2.07,2.55,0.27,0.75
30.06.2021 18:00,1.7,2.58,2.59,0.88,0.89
30.06.2021 19:00,1.5,2.73,2.62,1.23,1.12
30.06.2021 20:00,1,2.24,2.71,1.24,1.71
30.06.2021 21:00,0.8,2.82,2.76,2.02,1.96
30.06.2021 22:00,0.9,3.2,2.82,2.3,1.92
30.06.2021 23:00,1.1,3.27,2.85,2.17,1.75
01.07.2021 00:00,1,3.5,2.59,2.5,1.59
01.07.2021 01:00,1.6,3.35,3.22,1.75,1.62
01.07.2021 02:00,2.2,2.47,3.63,0.27,1.43
01.07.2021 03:00,2.6,3.08,3.29,0.48,0.69
01.07.2021 04:00,2.5,3.59,3.92,1.09,1.42
01.07.2021 05:00,2.7,3.03,3.97,0.33,1.27
01.07.2021 06:00,2.8,2.65,3.27,0.15,0.47
01.07.2021 07:00,2.2,3.27,3.24,1.07,1.04
01.07.2021 08:00,2.4,4.12,2.89,1.72,0.49
01.07.2021 09:00,2.6,6.45,3.38,3.85,0.78
01.07.2021 10:00,3.4,5.57,4.78,2.17,1.38
01.07.2021 11:00,5.7,4.61,6.8,1.09,1.1
01.07.2021 12:00,5.9,4.8,5.98,1.1,0.08
01.07.2021 13:00,5.1,4.22,4.63,0.88,0.47
01.07.2021 14:00,4.5,4.57,4.54,0.07,0.04
01.07.2021 15:00,4.8,4.86,4.53,0.06,0.27
01.07.2021 16:00,5.7,4.89,5.37,0.81,0.33
01.07.2021 17:00,5.8,5.3,5.87,0.5,0.07
01.07.2021 18:00,6.1,4.72,5.67,1.38,0.43
01.07.2021 19:00,5.8,4.22,5.43,1.58,0.37
01.07.2021 20:00,4.9,4.43,4.77,0.47,0.13
01.07.2021 21:00,4.3,5.02,5.39,0.72,1.09
01.07.2021 22:00,4.8,4.86,4.94,0.06,0.14
01.07.2021 23:00,5.3,4.1,5.39,1.2,0.09
02.07.2021 00:00,5.3,4.87,5.66,0.43,0.36
02.07.2021 01:00,5,4.32,4.06,0.68,0.94
02.07.2021 02:00,4.7,4.19,4.38,0.51,0.32
02.07.2021 03:00,5.1,4.87,5.13,0.23,0.03
02.07.2021 04:00,5.5,5.37,4.83,0.13,0.67
02.07.2021 05:00,5.8,6.91,5.79,1.11,0.01
02.07.2021 06:00,6.2,7.71,6.09,1.51,0.11
02.07.2021 07:00,8,6.91,8.32,1.09,0.32
02.07.2021 08:00,8.8,6.48,8.75,2.32,0.05
02.07.2021 09:00,7.4,6.68,7.16,0.72,0.24
02.07.2021 10:00,7.8,5.35,7.35,2.45,0.45
02.07.2021 11:00,7.9,5.91,6.93,1.99,0.97
02.07.2021 12:00,7.7,5.45,6.94,2.25,0.76
02.07.2021 13:00,7.5,5.05,5.77,2.45,1.73
02.07.2021 14:00,7,3.38,5.75,3.62,1.25
02.07.2021 15:00,6.5,3.32,5.38,3.18,1.12
02.07.2021 16:00,4.5,3.86,4.71,0.64,0.21
02.07.2021 17:00,3.3,3.82,3.63,0.52,0.33
02.07.2021 18:00,4.2,4.83,4.17,0.63,0.03
02.07.2021 19:00,4.7,5.24,4.37,0.54,0.33
02.07.2021 20:00,5.5,6.53,5.12,1.03,0.38
02.07.2021 21:00,6.4,6.74,5.69,0.34,0.71
02.07.2021 22:00,7.8,7.18,6.06,0.62,1.74
02.07.2021 23:00,8.3,6.89,7.4,1.41,0.9
03.07.2021 00:00,8.6,6.16,8.59,2.44,0.01
03.07.2021 01:00,8.4,7.5,7.22,0.9,1.18
03.07.2021 02:00,7.4,6.49,6.6,0.91,0.8
03.07.2021 03:00,8,7.22,7.19,0.78,0.81
03.07.2021 04:00,7.9,6.34,6.93,1.56,0.97
03.07.2021 05:00,7.8,7.92,7.07,0.12,0.73
03.07.2021 06:00,7.8,6.96,7.16,0.84,0.64
03.07.2021 07:00,8.8,6.19,8.54,2.61,0.26
03.07.2021 08:00,8.9,6.72,7.91,2.18,0.99
03.07.2021 09:00,7.8,5.6,6.51,2.2,1.29
03.07.2021 10:00,7.7,5.56,6.86,2.14,0.84
03.07.2021 11:00,7.8,5.64,5.85,2.16,1.95
03.07.2021 12:00,6.7,5.59,5.56,1.11,1.14
03.07.2021 13:00,6.7,6.03,5.72,0.67,0.98
03.07.2021 14:00,7.2,5.9,6.12,1.3,1.08
03.07.2021 15:00,7,8.74,5.51,1.74,1.49
03.07.2021 16:00,7.3,7.79,7.61,0.49,0.31
03.07.2021 17:00,8.3,6.94,8.26,1.36,0.04
03.07.2021 18:00,8.4,4.77,8.23,3.63,0.17
03.07.2021 19:00,7.5,5.66,6.77,1.84,0.73
03.07.2021 20:00,5,7,5.63,2,0.63
03.07.2021 21:00,5.4,7.47,5.36,2.07,0.04
03.07.2021 22:00,6.5,5.62,7.13,0.88,0.63
03.07.2021 23:00,7.8,4.36,7.86,3.44,0.06
04.07.2021 00:00,7,4.72,6.65,2.28,0.35
04.07.2021 01:00,4.2,3.89,4.39,0.31,0.19
04.07.2021 02:00,4.7,3.76,4.97,0.94,0.27
04.07.2021 03:00,4.5,4.9,4.51,0.4,0.01
04.07.2021 04:00,4.4,6.49,4.82,2.09,0.42
04.07.2021 05:00,4.9,5.9,5.26,1,0.36
04.07.2021 06:00,6.4,4.59,6.57,1.81,0.17
04.07.2021 07:00,6.3,4.25,6.69,2.05,0.39
04.07.2021 08:00,4.9,5.08,4.85,0.18,0.05
04.07.2021 09:00,4.1,6.41,4.29,2.31,0.19
04.07.2021 10:00,4.7,5.53,4.98,0.83,0.28
04.07.2021 11:00,6.5,5.24,6.25,1.26,0.25
04.07.2021 12:00,6.7,4.47,6.44,2.23,0.26
04.07.2021 13:00,5.6,4.68,5.36,0.92,0.24
04.07.2021 14:00,4.8,3.66,5.06,1.14,0.26
04.07.2021 15:00,5,3.07,5.08,1.93,0.08
04.07.2021 16:00,4,2.6,5.15,1.4,1.15
04.07.2021 17:00,2.6,3.66,3.15,1.06,0.55
04.07.2021 18:00,1.8,2.75,2.72,0.95,0.92
04.07.2021 19:00,2.6,3.08,3.43,0.48,0.83
04.07.2021 20:00,2.2,2.67,3.01,0.47,0.81
04.07.2021 21:00,2.2,3.16,3.02,0.96,0.82
04.07.2021 22:00,2.3,2.94,2.77,0.64,0.47
04.07.2021 23:00,2.6,2.84,3.5,0.24,0.9
05.07.2021 00:00,2.7,3.19,3.18,0.49,0.48
05.07.2021 01:00,2.9,2.64,3.54,0.26,0.64
05.07.2021 02:00,3.1,2.58,2.92,0.52,0.18
05.07.2021 03:00,3.2,3.06,3.26,0.14,0.06
05.07.2021 04:00,3,3.13,2.47,0.13,0.53
05.07.2021 05:00,2.7,3.03,3.44,0.33,0.74
05.07.2021 06:00,2.9,2.86,2.57,0.04,0.33
05.07.2021 07:00,2.8,2.48,2.96,0.32,0.16
05.07.2021 08:00,2.7,2.85,3.24,0.15,0.54
05.07.2021 09:00,2.5,2.82,2.97,0.32,0.47
05.07.2021 10:00,2.4,2.65,2.91,0.25,0.51
05.07.2021 11:00,2.6,3.49,3.33,0.89,0.73
05.07.2021 12:00,2.2,3.17,2.81,0.97,0.61
05.07.2021 13:00,2.6,2.95,3.11,0.35,0.51
05.07.2021 14:00,2.5,2.88,3.07,0.38,0.57
05.07.2021 15:00,2.7,2.83,2.83,0.13,0.13
05.07.2021 16:00,2.7,2.39,2.95,0.31,0.25
05.07.2021 17:00,2.6,2.93,3.03,0.33,0.43
05.07.2021 18:00,2.5,2.2,2.76,0.3,0.26
05.07.2021 19:00,2.6,2.92,2.86,0.32,0.26
05.07.2021 20:00,2.5,3.44,3.23,0.94,0.73
05.07.2021 21:00,2.8,3.68,3.02,0.88,0.22
05.07.2021 22:00,3.5,3.17,3.56,0.33,0.06
05.07.2021 23:00,4.1,3.54,4.18,0.56,0.08
06.07.2021 00:00,3.8,4.12,3.54,0.32,0.26
06.07.2021 01:00,3.8,3.2,3.83,0.6,0.03
06.07.2021 02:00,3.8,3.38,3.77,0.42,0.03
06.07.2021 03:00,4.1,3.46,3.49,0.64,0.61
06.07.2021 04:00,4.1,3.73,3.39,0.37,0.71
06.07.2021 05:00,4.3,3.56,3.46,0.74,0.84
06.07.2021 06:00,4.5,4.02,4.42,0.48,0.08
06.07.2021 07:00,4.7,3.85,4.57,0.85,0.13
06.07.2021 08:00,5.1,3.02,3.65,2.08,1.45
06.07.2021 09:00,4.7,3.62,3.91,1.08,0.79
06.07.2021 10:00,3.8,3.94,3.19,0.14,0.61
06.07.2021 11:00,4.2,3.81,3.76,0.39,0.44
06.07.2021 12:00,4.7,4.03,4.11,0.67,0.59
06.07.2021 13:00,4.6,3.08,4.21,1.52,0.39
06.07.2021 14:00,4.9,3.01,4.38,1.89,0.52
06.07.2021 15:00,3.2,3.01,3.63,0.19,0.43
06.07.2021 16:00,2.2,3.22,2.72,1.02,0.52
06.07.2021 17:00,2.6,2.71,2.94,0.11,0.34
06.07.2021 18:00,2.1,2.84,3.43,0.74,1.33
06.07.2021 19:00,2.2,3.19,3.47,0.99,1.27
06.07.2021 20:00,2.5,3.47,3.56,0.97,1.06
06.07.2021 21:00,2.7,4.06,3.49,1.36,0.79
06.07.2021 22:00,2.6,4.68,2.83,2.08,0.23
06.07.2021 23:00,3.2,4.61,4.46,1.41,1.26
07.07.2021 00:00,3.5,4.73,4.08,1.23,0.58
07.07.2021 01:00,4.3,4.92,5.22,0.62,0.92
07.07.2021 02:00,4.3,4.72,4.89,0.42,0.59
07.07.2021 03:00,4.8,6.04,4.82,1.24,0.02
07.07.2021 04:00,4.5,6.31,5.55,1.81,1.05
07.07.2021 05:00,4.9,5.01,5.5,0.11,0.6
07.07.2021 06:00,5.5,5.56,5.72,0.06,0.22
07.07.2021 07:00,5.3,3.95,6.01,1.35,0.71
07.07.2021 08:00,5.2,2.57,5.95,2.63,0.75
07.07.2021 09:00,4.4,2.7,5.47,1.7,1.07
07.07.2021 10:00,1.3,2.44,2.88,1.14,1.58
07.07.2021 11:00,1.1,2.64,2.73,1.54,1.63
07.07.2021 12:00,1.2,3.68,2.36,2.48,1.16
07.07.2021 13:00,1.3,4.47,2.51,3.17,1.21
07.07.2021 14:00,3,3.56,4.39,0.56,1.39
07.07.2021 15:00,3.6,3.04,4.86,0.56,1.26
07.07.2021 16:00,3,2.38,4.15,0.62,1.15
07.07.2021 17:00,2.6,2.8,3.4,0.2,0.8
07.07.2021 18:00,2.4,3.57,3.04,1.17,0.64
07.07.2021 19:00,2.5,3.62,3.04,1.12,0.54
07.07.2021 20:00,2.8,3.21,3.09,0.41,0.29
07.07.2021 21:00,3.1,4.38,3.32,1.28,0.22
07.07.2021 22:00,3.4,5.36,3.57,1.96,0.17
07.07.2021 23:00,4,6.4,4.26,2.4,0.26
08.07.2021 00:00,4.6,6.68,5.77,2.08,1.17
08.07.2021 01:00,5.3,8.94,6.81,3.64,1.51
08.07.2021 02:00,5.6,10.38,6.72,4.78,1.12
08.07.2021 03:00,6.4,9.85,8.82,3.45,2.42
08.07.2021 04:00,7.7,11.65,9.52,3.95,1.82
08.07.2021 05:00,9,10.07,11.24,1.07,2.24
08.07.2021 06:00,9.4,9.13,12.35,0.27,2.95
08.07.2021 07:00,8.4,8.8,11.74,0.4,3.34
08.07.2021 08:00,7.5,7.38,10.22,0.12,2.72
08.07.2021 09:00,7,9.16,8.97,2.16,1.97
08.07.2021 10:00,7.5,5.61,8.68,1.89,1.18
08.07.2021 11:00,7.2,5.02,9.6,2.18,2.4
08.07.2021 12:00,5.5,3.43,6.31,2.07,0.81
08.07.2021 13:00,4.9,3.35,5.74,1.55,0.84
08.07.2021 14:00,3.4,3.34,3.81,0.06,0.41
08.07.2021 15:00,3.4,3.23,3.19,0.17,0.21
08.07.2021 16:00,3.5,3.86,3.37,0.36,0.13
08.07.2021 17:00,3.1,2.75,3.87,0.35,0.77
08.07.2021 18:00,3,2.76,3.7,0.24,0.7
08.07.2021 19:00,2.5,2.35,3.28,0.15,0.78
08.07.2021 20:00,1.5,2.59,2.96,1.09,1.46
08.07.2021 21:00,1.6,2.48,2.57,0.88,0.97
08.07.2021 22:00,1.3,2.94,2.76,1.64,1.46
08.07.2021 23:00,1,2.46,3.1,1.46,2.1
09.07.2021 00:00,0.7,2.57,2.54,1.87,1.84
09.07.2021 01:00,0.8,2.39,2.73,1.59,1.93
09.07.2021 02:00,0.8,2.69,2.55,1.89,1.75
09.07.2021 03:00,0.7,4.09,2.98,3.39,2.28
09.07.2021 04:00,1.3,2.81,3.1,1.51,1.8
09.07.2021 05:00,2.4,3.25,3.43,0.85,1.03
09.07.2021 06:00,1.9,3.7,3.06,1.8,1.16
09.07.2021 07:00,2.3,3.34,3.82,1.04,1.52
09.07.2021 08:00,2.9,3.98,3.14,1.08,0.24
09.07.2021 09:00,3.5,4.06,3.68,0.56,0.18
09.07.2021 10:00,3.6,3.88,4.49,0.28,0.89
09.07.2021 11:00,4.3,3.66,4.02,0.64,0.28
09.07.2021 12:00,4.4,3.32,3.9,1.08,0.5
09.07.2021 13:00,4.2,3.48,3.79,0.72,0.41
09.07.2021 14:00,4,3.21,3.31,0.79,0.69
09.07.2021 15:00,4.1,3.04,3.63,1.06,0.47
09.07.2021 16:00,3.8,3.62,3.42,0.18,0.38
09.07.2021 17:00,3.9,3.73,3.6,0.17,0.3
09.07.2021 18:00,4.3,4.14,3.63,0.16,0.67
09.07.2021 19:00,4.3,4.42,3.64,0.12,0.66
09.07.2021 20:00,4.8,5,4.13,0.2,0.67
09.07.2021 21:00,5,5.43,4.71,0.43,0.29
09.07.2021 22:00,5.9,6,5.3,0.1,0.6
09.07.2021 23:00,6.6,6.24,5.95,0.36,0.65
10.07.2021 00:00,7.1,6.51,7.34,0.59,0.24
10.07.2021 01:00,7.6,6.1,6.5,1.5,1.1
10.07.2021 02:00,7.1,6.39,6.26,0.71,0.84
10.07.2021 03:00,7.3,6.24,6.59,1.06,0.71
10.07.2021 04:00,7.5,6.75,6.26,0.75,1.24
10.07.2021 05:00,7.3,7.94,6.83,0.64,0.47
10.07.2021 06:00,7.7,6.04,8.02,1.66,0.32
10.07.2021 07:00,8.4,5.09,8.02,3.31,0.38
10.07.2021 08:00,7.8,3.66,6.85,4.14,0.95
10.07.2021 09:00,6.3,4.82,5.16,1.48,1.14
10.07.2021 10:00,5.6,4.09,4.11,1.51,1.49
10.07.2021 11:00,5.5,4.26,4.48,1.24,1.02
10.07.2021 12:00,6.3,4.29,5.31,2.01,0.99
10.07.2021 13:00,5.8,3.9,5.07,1.9,0.73
10.07.2021 14:00,5.9,3.91,4.89,1.99,1.01
10.07.2021 15:00,5.9,3.82,4.98,2.08,0.92
10.07.2021 16:00,5.1,3.96,4.4,1.14,0.7
10.07.2021 17:00,5.4,4.2,4.52,1.2,0.88
10.07.2021 18:00,5.6,4.42,3.94,1.18,1.66
10.07.2021 19:00,6,3.2,4.57,2.8,1.43
10.07.2021 20:00,6.4,2.96,4.82,3.44,1.58
10.07.2021 21:00,3.8,4.15,3.43,0.35,0.37
10.07.2021 22:00,2.8,3,3.31,0.2,0.51
10.07.2021 23:00,2.7,3.08,3.43,0.38,0.73
11.07.2021 00:00,1.9,2.96,3.44,1.06,1.54
11.07.2021 01:00,1.7,2.62,2.76,0.92,1.06
11.07.2021 02:00,1.9,2.69,2.84,0.79,0.94
11.07.2021 03:00,2,2.89,2.82,0.89,0.82
11.07.2021 04:00,2.4,2.94,3.2,0.54,0.8
11.07.2021 05:00,2.2,2.81,3.11,0.61,0.91
11.07.2021 06:00,2.2,2.42,2.95,0.22,0.75
11.07.2021 07:00,1.9,3.26,2.68,1.36,0.78
11.07.2021 08:00,1.5,3.63,2.71,2.13,1.21
11.07.2021 09:00,2.2,3.26,2.84,1.06,0.64
11.07.2021 10:00,3.2,3.31,3.97,0.11,0.77
11.07.2021 11:00,3,2.61,3,0.39,0
11.07.2021 12:00,2.7,2.55,2.68,0.15,0.02
11.07.2021 13:00,2.5,2.54,2.97,0.04,0.47
11.07.2021 14:00,2.6,2.68,2.79,0.08,0.19
11.07.2021 15:00,2.5,3.82,2.77,1.32,0.27
11.07.2021 16:00,2.9,3.58,3.12,0.68,0.22
11.07.2021 17:00,3.1,3.35,3.5,0.25,0.4
