Date,Ref,S3,S4,S1,S2
11.07.2021 18:00,3,3.2,2.65,0.2,0.35
11.07.2021 19:00,3.2,2.84,3.4,0.36,0.2
11.07.2021 20:00,3.1,3.63,3.26,0.53,0.16
11.07.2021 21:00,3.1,3.5,3.24,0.4,0.14
11.07.2021 22:00,3.7,2.89,3.87,0.81,0.17
11.07.2021 23:00,3.6,3.54,3.5,0.06,0.1
12.07.2021 00:00,3.3,3.67,3.02,0.37,0.28
12.07.2021 01:00,3.4,3.75,3.44,0.35,0.04
12.07.2021 02:00,3.6,3.96,4.23,0.36,0.63
12.07.2021 03:00,4.1,4.11,4.44,0.01,0.34
12.07.2021 04:00,4.1,4.72,3.87,0.62,0.23
12.07.2021 05:00,4.3,5.07,3.52,0.77,0.78
12.07.2021 06:00,4.9,4.8,4.89,0.1,0.01
12.07.2021 07:00,5.5,3.99,4.86,1.51,0.64
12.07.2021 08:00,5.3,4.5,5.4,0.8,0.1
12.07.2021 09:00,4.9,4.42,3.92,0.48,0.98
12.07.2021 10:00,4.9,4,4.38,0.9,0.52
12.07.2021 11:00,5.1,4.36,3.87,0.74,1.23
12.07.2021 12:00,5.4,4.38,4.83,1.02,0.57
12.07.2021 13:00,6.1,4.04,4.78,2.06,1.32
12.07.2021 14:00,5.7,4.72,3.98,0.98,1.72
12.07.2021 15:00,5.6,4.36,4.43,1.24,1.17
12.07.2021 16:00,5.8,4.47,4.09,1.33,1.71
12.07.2021 17:00,6.5,4.8,4.88,1.7,1.62
12.07.2021 18:00,6,4.53,4.85,1.47,1.15
12.07.2021 19:00,7.2,5.99,5.42,1.21,1.78
12.07.2021 20:00,6.3,5.16,4.94,1.14,1.36
12.07.2021 21:00,8.6,4.7,6.28,3.9,2.32
12.07.2021 22:00,6.9,5.53,6.11,1.37,0.79
12.07.2021 23:00,5.6,4.66,5.31,0.94,0.29
13.07.2021 00:00,5.7,2.98,5.36,2.72,0.34
13.07.2021 01:00,5.5,3.68,4.75,1.82,0.75
13.07.2021 02:00,1.3,3.28,3.16,1.98,1.86
13.07.2021 03:00,2,3.61,3.31,1.61,1.31
13.07.2021 04:00,2.4,3.17,3.33,0.77,0.93
13.07.2021 05:00,2.6,2.56,3.34,0.04,0.74
13.07.2021 06:00,1.3,3.4,2.9,2.1,1.6
13.07.2021 07:00,0.6,2.97,3.6,2.37,3
13.07.2021 08:00,0.7,2.48,2.9,1.78,2.2
13.07.2021 09:00,1,3.1,2.72,2.1,1.72
13.07.2021 10:00,1.1,2.5,2.84,1.4,1.74
13.07.2021 11:00,1,3.45,2.91,2.45,1.91
13.07.2021 12:00,0.7,2.73,2.84,2.03,2.14
13.07.2021 13:00,0.8,2.98,3.17,2.18,2.37
13.07.2021 14:00,1,2.61,3.07,1.61,2.07
13.07.2021 15:00,1,2.74,2.55,1.74,1.55
13.07.2021 16:00,0.9,3.23,3.33,2.33,2.43
13.07.2021 17:00,1.1,2.47,3.03,1.37,1.93
13.07.2021 18:00,1.1,3.08,3.13,1.98,2.03
13.07.2021 19:00,1.3,3.22,2.51,1.92,1.21
13.07.2021 20:00,1.1,3.16,3.26,2.06,2.16
13.07.2021 21:00,1.4,3.75,2.77,2.35,1.37
13.07.2021 22:00,2,5.05,3.4,3.05,1.4
13.07.2021 23:00,3.1,5.59,3.69,2.49,0.59
14.07.2021 00:00,3.8,5.28,4.53,1.48,0.73
14.07.2021 01:00,4.8,6.41,5.93,1.61,1.13
14.07.2021 02:00,4.2,5.29,5.51,1.09,1.31
14.07.2021 03:00,5.7,3.88,6.03,1.82,0.33
14.07.2021 04:00,4.9,4.16,5.3,0.74,0.4
14.07.2021 05:00,3.9,3.31,4.06,0.59,0.16
14.07.2021 06:00,3.6,2.83,4.51,0.77,0.91
14.07.2021 07:00,2.8,3.01,3.22,0.21,0.42
14.07.2021 08:00,1.8,3.23,2.85,1.43,1.05
14.07.2021 09:00,1.8,3.34,3.14,1.54,1.34
14.07.2021 10:00,1.9,3.95,2.92,2.05,1.02
14.07.2021 11:00,2.8,3.61,3.63,0.81,0.83
14.07.2021 12:00,3.4,3.19,3.56,0.21,0.16
14.07.2021 13:00,3.5,3.72,3.57,0.22,0.07
14.07.2021 14:00,3.5,4.34,3.42,0.84,0.08
14.07.2021 15:00,3.6,3.69,3.48,0.09,0.12
14.07.2021 16:00,3.7,2.4,3.71,1.3,0.01
14.07.2021 17:00,3.8,2.88,4.53,0.92,0.73
14.07.2021 18:00,2.1,3.24,2.52,1.14,0.42
14.07.2021 19:00,1.6,2.98,2.67,1.38,1.07
14.07.2021 20:00,1.9,2.91,2.97,1.01,1.07
14.07.2021 21:00,1.5,3.35,2.31,1.85,0.81
14.07.2021 22:00,1,2.65,3.1,1.65,2.1
14.07.2021 23:00,0.5,2.59,2.64,2.09,2.14
15.07.2021 00:00,0.5,3.01,2.56,2.51,2.06
15.07.2021 01:00,0.4,2.72,2.59,2.32,2.19
15.07.2021 02:00,0.4,2.64,3.08,2.24,2.68
15.07.2021 03:00,0.5,3.03,3.07,2.53,2.57
15.07.2021 04:00,0.5,3.19,3.09,2.69,2.59
15.07.2021 05:00,0.6,3.14,2.24,2.54,1.64
15.07.2021 06:00,0.6,2.67,3.14,2.07,2.54
15.07.2021 07:00,0.7,2.77,3.59,2.07,2.89
15.07.2021 08:00,0.8,2.8,2.76,2,1.96
15.07.2021 09:00,0.9,2.6,2.74,1.7,1.84
15.07.2021 10:00,0.9,3.1,3.15,2.2,2.25
15.07.2021 11:00,1.2,2.67,2.72,1.47,1.52
15.07.2021 12:00,1,2.64,3.06,1.64,2.06
15.07.2021 13:00,0.9,2.64,2.75,1.74,1.85
15.07.2021 14:00,0.9,3.21,2.99,2.31,2.09
15.07.2021 15:00,1,2.77,2.88,1.77,1.88
15.07.2021 16:00,1,2.47,2.78,1.47,1.78
15.07.2021 17:00,0.8,2.34,2.47,1.54,1.67
15.07.2021 18:00,0.7,2.61,2.65,1.91,1.95
15.07.2021 19:00,0.6,2.15,2.92,1.55,2.32
15.07.2021 20:00,0.7,2.38,2.66,1.68,1.96
15.07.2021 21:00,0.9,2.66,2.71,1.76,1.81
15.07.2021 22:00,0.9,2.4,2.9,1.5,2
15.07.2021 23:00,1,2.28,2.57,1.28,1.57
16.07.2021 00:00,1.4,2.44,2.48,1.04,1.08
16.07.2021 01:00,1.5,2.79,2.45,1.29,0.95
16.07.2021 02:00,1.6,3.41,2.17,1.81,0.57
16.07.2021 03:00,1.7,2.32,2.63,0.62,0.93
16.07.2021 04:00,1.9,2.34,2.66,0.44,0.76
16.07.2021 05:00,2.7,3.48,3.23,0.78,0.53
16.07.2021 06:00,1.3,2.76,2.74,1.46,1.44
16.07.2021 07:00,0.9,3.66,3.05,2.76,2.15
16.07.2021 08:00,1.1,4.06,2.62,2.96,1.52
16.07.2021 09:00,1.4,4.6,2.81,3.2,1.41
16.07.2021 10:00,2.2,4.46,3.76,2.26,1.56
16.07.2021 11:00,4.1,2.42,5.13,1.68,1.03
16.07.2021 12:00,4.1,2.95,4.24,1.15,0.14
16.07.2021 13:00,4.4,2.95,4.14,1.45,0.26
16.07.2021 14:00,2.3,2.99,2.45,0.69,0.15
16.07.2021 15:00,2.7,3.58,3.21,0.88,0.51
16.07.2021 16:00,2.2,3.11,2.57,0.91,0.37
16.07.2021 17:00,2.4,3.04,2.95,0.64,0.55
16.07.2021 18:00,2.8,3.5,3.51,0.7,0.71
16.07.2021 19:00,2.6,3.56,2.62,0.96,0.02
16.07.2021 20:00,2.7,4.49,2.87,1.79,0.17
16.07.2021 21:00,3.3,4.79,3.45,1.49,0.15
16.07.2021 22:00,4.2,4.74,4.34,0.54,0.14
16.07.2021 23:00,5.5,6.1,5.21,0.6,0.29
17.07.2021 00:00,5.7,6.33,5.68,0.63,0.02
17.07.2021 01:00,5.6,5.3,5.75,0.3,0.15
17.07.2021 02:00,6.1,5.73,6.87,0.37,0.77
17.07.2021 03:00,5.9,5.66,6.6,0.24,0.7
17.07.2021 04:00,5.4,8.57,6.13,3.17,0.73
17.07.2021 05:00,5.6,10.42,6.31,4.82,0.71
17.07.2021 06:00,5.9,9.88,5.83,3.98,0.07
17.07.2021 07:00,8.2,8.62,9.46,0.42,1.26
17.07.2021 08:00,10.9,8.81,12.94,2.09,2.04
17.07.2021 09:00,10.1,7.6,11.05,2.5,0.95
17.07.2021 10:00,8.9,7.89,9.5,1.01,0.6
17.07.2021 11:00,8,6.92,8.71,1.08,0.71
17.07.2021 12:00,7.8,7.45,8.2,0.35,0.4
17.07.2021 13:00,8.2,6.82,8.45,1.38,0.25
17.07.2021 14:00,8.4,7.6,8.07,0.8,0.33
17.07.2021 15:00,8.1,7.75,7.85,0.35,0.25
17.07.2021 16:00,8.4,6.87,7.51,1.53,0.89
17.07.2021 17:00,8.4,6.96,8.48,1.44,0.08
17.07.2021 18:00,8,7.26,7.8,0.74,0.2
17.07.2021 19:00,7.3,7.64,7.14,0.34,0.16
17.07.2021 20:00,7.5,10.24,7.45,2.74,0.05
17.07.2021 21:00,8.1,12.64,8.82,4.54,0.72
17.07.2021 22:00,8,14.03,8.62,6.03,0.62
17.07.2021 23:00,9.9,14.9,12.72,5,2.82
18.07.2021 00:00,10.7,15.45,13.56,4.75,2.86
18.07.2021 01:00,12.3,15.84,15.08,3.54,2.78
18.07.2021 02:00,13.4,13.01,16.51,0.39,3.11
18.07.2021 03:00,14.1,10.97,18.26,3.13,4.16
18.07.2021 04:00,14.3,10.66,15.98,3.64,1.68
18.07.2021 05:00,12.8,10.59,15.05,2.21,2.25
18.07.2021 06:00,11.1,7.9,12.13,3.2,1.03
18.07.2021 07:00,11.4,7.03,12.12,4.37,0.72
18.07.2021 08:00,11.7,6.38,11.14,5.32,0.56
18.07.2021 09:00,10.4,5.53,9.17,4.87,1.23
18.07.2021 10:00,10.1,5.28,8.2,4.82,1.9
18.07.2021 11:00,9.4,5.24,7.8,4.16,1.6
18.07.2021 12:00,8.3,5.7,5.67,2.6,2.63
18.07.2021 13:00,7.2,5.46,6,1.74,1.2
18.07.2021 14:00,7,5.92,5.75,1.08,1.25
18.07.2021 15:00,6.7,6.31,5.76,0.39,0.94
18.07.2021 16:00,6.8,8,5.69,1.2,1.11
18.07.2021 17:00,7.3,8.63,5.69,1.33,1.61
18.07.2021 18:00,7.9,7.15,6.83,0.75,1.07
18.07.2021 19:00,9.2,8.32,8.73,0.88,0.47
18.07.2021 20:00,9.5,9.24,8.45,0.26,1.05
18.07.2021 21:00,9.1,8.94,8.19,0.16,0.91
18.07.2021 22:00,9.8,9.62,9.74,0.18,0.06
18.07.2021 23:00,10.6,10.21,9.59,0.39,1.01
19.07.2021 00:00,10.6,10.26,10.49,0.34,0.11
19.07.2021 01:00,10.3,10.29,10.22,0.01,0.08
19.07.2021 02:00,10.5,9.11,10.02,1.39,0.48
19.07.2021 03:00,10.4,10.47,10.51,0.07,0.11
19.07.2021 04:00,10.5,10.49,10.91,0.01,0.41
19.07.2021 05:00,10.3,9.59,10.03,0.71,0.27
19.07.2021 06:00,10.2,9.57,10,0.63,0.2
19.07.2021 07:00,11,9.78,10.88,1.22,0.12
19.07.2021 08:00,10.5,7.56,10.05,2.94,0.45
19.07.2021 09:00,10.6,8.33,10.22,2.27,0.38
19.07.2021 10:00,10.9,6.31,10.3,4.59,0.6
19.07.2021 11:00,10.3,5.73,7.96,4.57,2.34
19.07.2021 12:00,10.1,5.61,8.65,4.49,1.45
19.07.2021 13:00,9.4,6.06,8.32,3.34,1.08
19.07.2021 14:00,7.8,5.5,6.1,2.3,1.7
19.07.2021 15:00,8,5.03,6.68,2.97,1.32
19.07.2021 16:00,7.9,4.19,6.75,3.71,1.15
19.07.2021 17:00,7.6,5.81,5.77,1.79,1.83
19.07.2021 18:00,7,5.31,5.14,1.69,1.86
19.07.2021 19:00,6.7,5.17,5.41,1.53,1.29
19.07.2021 20:00,7.8,5.5,5.83,2.3,1.97
19.07.2021 21:00,8.5,5.52,5.59,2.98,2.91
19.07.2021 22:00,8.8,5.9,6.34,2.9,2.46
19.07.2021 23:00,8.9,6.93,6.24,1.97,2.66
20.07.2021 00:00,7.6,7.71,6.09,0.11,1.51
20.07.2021 01:00,7.6,8.12,6.1,0.52,1.5
20.07.2021 02:00,8.1,7.96,6.53,0.14,1.57
20.07.2021 03:00,9.2,9.8,7.62,0.6,1.58
20.07.2021 04:00,9.6,11.69,8.41,2.09,1.19
20.07.2021 05:00,9.6,12.65,8.82,3.05,0.78
20.07.2021 06:00,11,11.79,10.96,0.79,0.04
20.07.2021 07:00,13.5,12.27,13.22,1.23,0.28
20.07.2021 08:00,14.5,11.04,14.28,3.46,0.22
20.07.2021 09:00,14.6,11.15,13.02,3.45,1.58
20.07.2021 10:00,14.7,10.28,12.33,4.42,2.37
20.07.2021 11:00,14.9,12.51,12.27,2.39,2.63
20.07.2021 12:00,13.9,13.41,11.94,0.49,1.96
20.07.2021 13:00,13.8,13.8,11.01,0,2.79
20.07.2021 14:00,14.8,13.22,12.75,1.58,2.05
20.07.2021 15:00,15.8,11.91,13.63,3.89,2.17
20.07.2021 16:00,16.1,12.51,15.11,3.59,0.99
20.07.2021 17:00,15.6,12.77,15.52,2.83,0.08
20.07.2021 18:00,14.8,13.58,12.89,1.22,1.91
20.07.2021 19:00,14.1,15.05,12.2,0.95,1.9
20.07.2021 20:00,17.1,15.06,13.78,2.04,3.32
20.07.2021 21:00,17,13.66,14.04,3.34,2.96
20.07.2021 22:00,17.6,14.5,16.77,3.1,0.83
20.07.2021 23:00,17.2,14.62,14.51,2.58,2.69
21.07.2021 00:00,17.7,14.59,14.79,3.11,2.91
21.07.2021 01:00,17.6,15.5,15.34,2.1,2.26
21.07.2021 02:00,18.1,13.92,16.3,4.18,1.8
21.07.2021 03:00,18,12.87,16.41,5.13,1.59
21.07.2021 04:00,17.1,13.32,14.87,3.78,2.23
21.07.2021 05:00,16.6,11.69,14.97,4.91,1.63
21.07.2021 06:00,15.8,12.75,14.09,3.05,1.71
21.07.2021 07:00,15.5,13.46,13.66,2.04,1.84
21.07.2021 08:00,14.7,14.05,13.22,0.65,1.48
21.07.2021 09:00,15.3,13.97,13.23,1.33,2.07
21.07.2021 10:00,16.4,13.32,14.54,3.08,1.86
21.07.2021 11:00,17.4,12.89,15.42,4.51,1.98
21.07.2021 12:00,17.5,11.9,14.71,5.6,2.79
21.07.2021 13:00,16.8,11.22,14.89,5.58,1.91
21.07.2021 14:00,16,10.65,14.73,5.35,1.27
21.07.2021 15:00,14.6,10.23,13.43,4.37,1.17
21.07.2021 16:00,13.9,11.66,12.54,2.24,1.36
21.07.2021 17:00,12.9,9.85,11.35,3.05,1.55
21.07.2021 18:00,12,10.69,11.36,1.31,0.64
21.07.2021 19:00,12.1,10.77,11.69,1.33,0.41
21.07.2021 20:00,12.8,12.71,11.1,0.09,1.7
21.07.2021 21:00,13.5,11.78,11.95,1.72,1.55
21.07.2021 22:00,14.8,12.94,12.62,1.86,2.18
21.07.2021 23:00,15.7,13.7,14.22,2,1.48
